TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel
19.52,2,1,1,3,-0.05,4,0.67,1
363.94,0,7,2,0,-1.68,4,0.92,2
401.85,3,1,4,3,-0.46,17,0.18,3
315.59,1,6,0,3,0.78,11,0.29,3
69.91,1,4,5,0,-0.13,15,0.29,3
894.49,0,2,6,1,1.23,19,0.58,0
20.05,2,3,3,3,0.85,4,0.4,1
1649.97,0,5,6,0,-2.44,18,0.81,1
21.04,2,5,0,3,1.43,14,0.06,3
22.24,1,4,3,3,-0.46,19,0.58,2
59.7,2,3,2,2,1.01,1,0.65,0
1.13,3,4,1,3,0.23,13,0.16,1
508.07,3,7,0,0,0.4,13,0.84,3
110.96,2,7,5,1,-0.62,5,0.56,0
518.87,3,0,4,0,-0.77,20,0.35,1
5.48,2,4,5,1,-0.46,1,0.0,1
33.89,1,0,2,0,-0.9,18,0.07,0
536.74,3,2,5,0,1.06,17,0.2,1
1208.87,0,6,2,3,-2.09,6,0.11,1
1251.55,0,3,2,1,-1.34,18,0.95,1
8.97,2,2,5,0,1.44,19,0.48,3
976.51,0,7,2,0,-0.16,19,0.51,2
0.01,3,1,3,1,0.69,8,0.87,3
809.45,1,7,7,1,-0.54,8,0.54,2
0.01,0,7,4,0,-0.7,11,0.92,1
78.39,2,5,4,2,2.05,20,0.06,0
59.43,1,4,0,2,0.89,4,0.62,3
87.72,1,3,7,2,-0.25,9,0.03,3
5.19,2,5,6,3,-0.72,13,0.96,1
24.36,2,3,3,3,-0.96,6,0.02,2
843.59,0,0,0,1,0.93,4,0.73,2
484.59,3,5,5,3,-0.14,6,0.51,0
31.56,2,3,5,1,0.35,7,0.89,3
50.07,1,7,6,1,-1.8,1,0.44,1
1197.28,0,3,0,0,0.63,17,0.53,2
227.97,1,5,5,0,0.77,5,0.36,3
21.09,2,6,7,3,3.48,18,0.6,0
69.27,3,3,3,1,-0.48,5,0.55,3
452.83,3,5,6,2,0.19,17,0.1,1
152.25,1,4,3,3,-2.53,1,0.54,2
87.07,1,3,2,0,0.51,15,0.74,0
324.12,3,2,3,2,0.96,15,0.97,0
97.83,1,7,5,1,-0.56,16,0.09,3
422.47,3,7,0,1,0.81,5,0.55,2
44.4,2,3,1,3,1.99,12,0.79,0
74.13,1,4,2,3,0.91,3,0.54,0
49.36,2,1,5,2,0.18,2,0.5,2
57.69,3,3,0,2,0.38,18,0.88,1
67.4,1,4,7,2,1.03,19,0.42,3
383.35,3,6,3,1,0.64,4,0.93,2
30.37,2,1,0,0,0.29,9,0.76,0
0.01,0,4,4,3,-0.13,5,0.39,1
7.47,2,4,0,0,0.21,12,0.14,0
250.93,3,6,2,2,-0.42,19,0.2,2
11.11,2,4,6,2,-0.58,3,0.56,0
26.14,2,4,6,0,-1.65,6,0.74,3
783.13,0,6,1,3,-0.55,6,0.18,3
253.36,3,6,0,0,-0.09,18,0.96,3
379.93,0,0,3,2,0.29,19,0.84,2
777.67,0,2,2,3,0.82,2,0.29,1
0.01,3,0,4,2,-0.34,5,0.45,0
25.83,2,2,4,2,-0.56,12,0.63,1
467.76,0,0,6,3,-0.18,20,0.83,2
415.05,3,4,6,1,0.89,6,0.34,2
55.69,1,2,6,3,0.9,2,0.24,2
0.9,1,7,2,3,-0.4,16,0.01,0
401.73,3,7,5,3,2.03,6,0.92,3
179.51,3,5,2,0,0.75,13,0.46,0
1262.97,0,6,2,2,-0.93,5,0.07,3
339.32,3,2,6,1,-1.08,13,0.11,3
1697.42,0,2,4,3,-1.13,6,0.38,3
1264.26,0,6,1,3,-0.46,6,0.58,2
654.02,0,5,0,3,0.84,6,0.15,2
1236.53,0,5,6,2,-0.25,9,0.76,1
194.21,3,7,4,2,-0.4,13,0.78,0
942.18,0,4,5,3,-2.41,8,0.31,2
94.72,1,5,1,3,0.94,18,0.54,1
7.53,2,3,2,1,0.62,16,0.03,0
826.6,3,5,4,0,1.38,10,0.93,2
231.2,3,6,4,3,-0.62,18,0.72,2
235.63,3,3,7,2,0.07,4,0.2,3
181.53,2,7,3,3,-0.75,8,0.91,1
163.34,3,4,1,0,0.02,5,0.82,3
0.01,3,6,1,2,1.4,13,0.47,0
26.93,1,1,7,3,0.79,15,0.13,1
166.29,3,1,6,3,-0.56,17,0.1,0
11.89,2,0,3,0,-0.88,4,0.63,3
200.99,3,2,1,2,-0.52,20,0.46,0
9.95,2,1,4,1,0.24,12,0.32,3
175.4,3,6,1,2,-1.75,14,0.76,2
195.31,1,5,2,3,-0.77,12,0.2,2
204.6,3,5,2,2,0.8,20,0.59,2
33.53,2,1,0,1,0.29,2,0.1,1
56.14,2,4,0,3,-0.16,10,0.84,2
142.87,1,4,7,1,0.97,15,0.6,3
1293.53,0,5,1,0,-0.42,8,0.33,3
34.38,1,1,0,1,0.94,11,0.68,0
1216.85,0,6,1,2,-0.47,18,0.81,0
247.8,1,7,4,2,2.44,1,0.93,0
329.04,3,7,1,3,0.54,9,0.53,1
235.69,3,5,5,2,0.48,2,0.61,0
8.54,2,0,4,1,-1.45,14,0.17,0
26.94,2,1,1,1,-1.61,11,0.35,0
94.56,1,3,4,2,-1.1,11,0.37,2
383.53,0,6,0,3,-0.85,13,0.32,1
545.93,0,6,7,3,0.18,5,0.96,0
1086.39,0,6,3,0,-0.79,20,0.85,1
30.81,2,3,6,1,-0.25,14,0.86,1
1171.85,0,6,5,0,-0.03,8,0.93,2
257.53,3,0,4,2,0.82,1,0.21,2
118.19,1,4,5,2,0.44,16,0.97,1
27.66,2,0,4,2,1.83,19,0.17,3
28.02,2,0,4,3,-2.05,3,0.65,0
59.95,0,2,6,3,-0.37,5,0.4,1
168.17,3,6,4,0,1.73,20,0.88,2
3.1,1,1,3,3,0.29,16,0.96,0
144.75,1,2,6,0,-0.34,5,0.11,2
182.37,3,4,7,1,-0.88,4,0.53,1
4.32,2,2,6,0,-1.32,8,0.63,2
20.34,1,3,2,3,1.49,12,0.92,2
59.43,2,3,0,0,1.13,5,0.55,3
318.0,3,0,6,0,0.66,16,0.45,1
1387.43,0,4,2,1,-0.63,16,0.61,3
610.81,0,2,3,3,-0.15,2,0.99,0
342.67,3,7,3,1,0.27,13,0.86,0
27.5,2,3,0,0,-1.63,16,0.77,3
625.73,0,1,6,1,1.21,4,0.08,1
445.94,3,7,5,0,-0.18,18,0.7,3
206.28,0,1,1,3,-1.15,4,0.57,3
313.43,3,1,1,1,1.0,7,0.02,1
33.04,1,0,5,3,-1.06,18,0.19,1
1142.07,0,7,0,0,-0.39,14,0.15,3
9.72,2,4,5,2,1.16,16,0.55,1
613.45,0,2,6,1,0.45,12,0.06,0
107.88,3,0,3,2,-0.8,16,0.82,2
7.72,2,7,5,1,0.95,16,0.96,0
57.25,1,4,1,0,-0.51,18,0.77,0
62.58,1,6,2,0,-1.73,17,0.88,2
395.14,1,2,5,1,1.96,3,0.45,0
14.63,1,0,1,2,1.38,4,0.97,1
8.64,2,4,5,1,-0.99,4,0.55,0
609.27,3,6,2,3,-0.67,7,0.45,2
40.01,2,2,0,1,-0.42,12,0.67,3
27.63,1,5,4,3,0.54,2,0.56,2
36.23,2,6,0,1,-0.55,17,0.31,1
1425.1,0,2,2,1,0.13,5,0.13,2
290.74,0,5,3,3,0.65,1,0.23,0
665.71,0,3,5,2,-1.27,4,0.1,1
77.31,2,0,2,2,-1.49,2,0.06,2
1059.22,0,4,5,3,-0.36,19,0.63,1
182.86,1,0,1,1,-0.03,19,0.22,1
53.79,2,5,0,1,-1.7,18,0.27,2
1681.87,0,0,3,0,0.3,16,0.05,0
38.92,2,0,7,3,-0.49,1,0.41,0
56.6,2,7,5,1,0.39,4,0.81,3
99.21,1,0,0,3,1.33,1,0.42,2
94.5,1,1,6,0,-0.78,18,0.86,2
1174.88,0,6,7,3,0.26,12,0.7,3
217.66,1,3,5,2,-0.78,1,0.83,1
201.58,3,7,2,3,-0.5,17,0.9,0
1003.84,0,2,4,3,0.85,8,0.63,0
213.08,3,2,2,1,-0.9,5,0.23,3
295.7,3,3,4,2,1.64,7,0.81,1
351.46,0,4,7,3,0.11,1,0.79,1
60.72,2,0,1,0,-1.48,12,0.09,2
43.7,2,5,1,2,-0.9,2,0.94,1
18.45,2,5,2,0,-1.59,11,0.94,0
540.8,3,1,6,3,1.05,1,0.44,3
5.46,2,2,4,3,-0.36,10,0.39,2
270.33,3,7,3,0,-0.24,10,0.26,1
0.01,3,6,5,1,-0.13,7,0.63,2
39.84,1,0,6,0,0.71,13,0.98,3
25.68,1,3,5,2,-0.08,9,0.59,3
1737.45,0,6,5,3,0.86,16,0.11,2
124.67,3,4,4,3,1.55,11,0.95,3
32.48,2,4,3,3,-1.02,2,0.06,2
20.62,1,2,7,1,-1.78,17,0.01,1
9.79,2,4,4,1,-1.85,11,0.41,1
172.55,1,0,6,0,0.01,19,0.94,0
10.07,2,7,5,3,1.46,15,0.76,0
1267.15,0,1,1,1,1.57,15,0.04,0
59.08,2,6,2,2,-0.28,10,0.23,0
509.19,0,5,1,0,0.58,19,0.4,1
5.74,2,3,1,2,1.86,13,0.99,2
0.01,3,7,5,0,1.51,8,0.71,0
258.9,1,4,7,1,-0.46,1,0.76,1
68.25,1,5,6,3,-0.64,16,0.7,1
325.22,3,7,0,2,-1.56,20,0.18,2
221.07,3,1,2,1,-0.42,10,0.34,3
141.92,1,5,6,3,-0.17,15,0.89,0
62.28,2,6,4,3,-1.01,3,0.43,0
113.96,3,4,2,2,0.57,4,0.21,1
1.03,1,3,7,2,2.41,12,0.66,0
372.69,3,4,4,3,-0.55,11,0.42,2
1311.62,0,6,1,2,0.5,12,0.38,3
4.68,1,5,1,0,-0.84,7,0.77,3
0.01,3,1,1,0,0.39,3,0.37,2
220.22,1,1,5,0,-0.77,9,0.76,3
731.35,0,6,1,3,-0.62,6,0.87,1
710.31,0,6,0,1,-0.4,5,0.26,3
829.49,0,7,5,3,1.55,1,0.19,3
620.95,1,2,1,2,-1.27,15,0.77,1
1477.4,0,7,5,1,-0.86,8,0.98,2
334.89,1,3,1,0,0.69,1,0.02,0
2018.37,0,6,3,2,0.02,8,0.26,2
373.1,0,7,0,2,0.47,18,0.25,3
95.67,1,1,3,0,1.57,2,0.81,2
68.93,1,4,4,1,0.57,13,0.25,0
12.86,2,0,2,3,-1.74,6,0.93,0
108.42,1,6,6,2,-0.36,11,0.58,0
1079.5,0,2,4,1,-0.62,2,0.09,3
5.53,2,2,4,2,-0.7,11,0.77,3
1120.68,0,1,0,3,-0.28,15,0.03,0
49.22,3,5,5,0,-0.1,16,0.68,1
91.71,2,2,0,3,0.56,18,0.67,3
796.93,0,7,1,2,0.48,5,0.56,3
1682.12,0,3,0,2,1.4,14,0.38,3
1124.4,0,1,4,1,-0.52,19,0.46,3
948.95,3,2,0,0,2.27,12,0.39,2
821.53,0,1,0,1,-0.37,13,0.18,2
1176.37,0,2,0,1,0.19,2,0.09,3
179.0,1,2,5,2,1.45,12,0.28,2
102.99,1,2,1,1,0.71,20,0.85,0
15.03,2,3,2,1,0.89,14,0.19,0
726.41,0,2,4,1,-0.01,8,0.06,1
267.69,3,0,7,2,0.06,4,0.77,2
850.5,0,3,5,0,1.22,11,0.86,2
1177.19,0,4,5,0,-0.47,3,0.84,3
1.34,1,5,0,0,0.14,13,0.14,3
0.01,3,3,5,1,-0.02,8,0.1,1
0.01,3,6,5,3,-1.43,20,0.68,0
13.89,2,4,1,0,0.19,16,0.95,0
127.89,1,7,6,3,0.33,13,0.7,3
84.05,1,6,4,0,0.49,17,0.27,1
995.39,0,2,6,0,-1.81,13,0.72,0
14.39,2,3,1,0,0.03,19,0.21,0
1.39,1,2,5,0,1.67,4,0.66,2
347.72,1,6,2,0,0.14,18,0.13,0
22.84,2,3,3,2,-0.37,8,0.17,2
61.8,2,4,4,1,0.68,7,0.46,1
85.12,3,2,2,3,0.74,6,0.09,0
1411.9,0,6,6,2,-0.83,11,0.09,0
13.24,2,2,5,3,-0.91,14,0.79,0
80.8,3,2,0,3,0.69,9,0.3,0
18.04,2,0,5,0,-0.43,8,0.01,3
241.19,3,7,5,1,-0.61,18,0.66,3
1531.48,0,1,3,1,-0.76,3,0.55,1
648.52,0,7,5,2,-1.42,18,0.57,0
57.33,2,6,2,1,0.32,8,0.06,1
0.01,0,3,0,3,-0.26,10,0.16,0
777.34,0,6,7,2,1.44,4,0.06,1
25.62,2,7,1,2,-0.25,16,0.57,3
212.54,3,6,0,3,1.71,6,0.8,1
19.33,1,2,4,1,-0.44,6,0.79,1
1051.0,0,1,6,3,-0.2,5,0.84,1
1325.38,0,1,6,3,0.84,15,0.08,2
30.11,2,7,6,3,-0.71,10,0.52,1
460.11,0,6,5,3,-0.79,14,0.5,2
17.3,2,7,7,2,-0.38,7,0.5,1
455.33,0,7,7,1,-0.66,19,0.63,0
11.52,2,2,5,1,-0.9,5,0.18,1
8.8,2,0,3,3,0.22,2,0.25,3
15.23,2,0,6,1,1.23,16,0.8,1
935.4,0,5,4,0,0.47,3,0.17,1
109.19,1,0,6,0,-0.0,1,0.5,2
384.35,3,3,1,0,-0.21,3,0.07,0
12.05,2,0,4,1,0.38,19,0.8,1
302.14,3,0,7,0,0.84,17,0.26,0
22.5,2,5,2,2,1.87,15,0.37,1
194.89,3,3,6,1,1.57,9,0.77,1
33.04,2,0,1,1,-1.79,10,0.12,2
1039.99,0,2,6,2,-0.65,4,0.65,3
6.99,1,7,7,2,-0.19,18,0.92,2
13.29,1,2,3,2,0.2,5,0.3,1
1133.43,0,1,0,0,1.21,7,0.58,2
27.6,2,4,5,0,2.67,16,0.51,0
401.65,3,5,7,3,-1.32,10,0.65,0
7.29,2,4,0,0,-0.15,12,0.23,1
1919.27,0,5,2,0,0.49,2,0.28,1
59.99,2,6,3,3,0.53,17,0.02,3
24.42,2,6,5,3,1.72,7,0.09,0
1314.76,0,2,0,1,0.69,20,0.04,0
1382.2,0,2,1,1,-1.43,19,0.08,1
6.96,2,7,6,2,-0.68,2,0.98,2
190.55,3,0,6,0,-1.65,8,0.86,2
16.14,2,4,0,1,0.1,13,0.85,0
567.63,0,0,4,3,-0.88,13,0.18,3
11.4,2,4,6,3,-0.08,8,0.51,2
221.36,3,2,7,3,0.56,1,1.0,1
31.88,1,7,7,2,1.04,16,0.41,3
3.1,2,5,3,0,-0.26,7,0.26,0
110.57,3,6,6,0,-0.36,14,0.54,2
202.17,3,3,4,3,-0.63,18,0.98,3
206.55,1,3,7,3,0.62,2,0.81,3
28.27,2,5,5,3,0.18,6,0.12,0
161.18,0,0,3,1,1.28,3,0.58,2
1354.99,0,4,7,1,1.06,1,0.01,2
326.28,3,5,3,1,0.52,6,0.77,0
1082.2,0,5,5,0,1.36,9,0.92,0
499.77,0,5,1,3,0.12,14,0.38,2
280.91,3,1,5,0,1.24,16,0.99,0
431.57,3,0,2,3,-0.02,18,0.63,3
67.62,2,3,3,2,-0.92,18,0.03,0
471.45,3,6,0,3,1.27,6,0.3,1
1309.0,0,6,2,1,-0.38,9,0.44,0
114.14,3,6,0,0,-0.55,13,0.07,1
8.05,2,2,3,1,0.06,20,0.04,3
29.68,2,3,5,0,1.33,11,0.87,2
22.14,2,2,1,3,-1.3,16,0.66,2
388.22,3,7,5,3,-0.8,14,0.9,3
413.35,3,2,3,1,0.2,12,0.5,0
21.61,2,5,5,1,-2.07,2,0.76,1
469.92,3,3,7,1,0.15,9,0.74,2
7.45,1,0,3,3,-1.28,20,0.62,1
271.29,3,3,4,1,0.57,19,0.8,3
895.47,0,7,2,3,-1.82,7,0.01,0
13.81,1,1,0,3,0.04,14,0.39,3
1537.23,0,7,3,1,0.37,4,0.09,1
32.11,2,5,0,1,2.42,2,0.81,3
22.77,2,3,6,0,1.03,8,0.8,1
1389.12,0,4,3,3,0.99,8,0.15,1
30.39,2,3,7,0,0.64,6,0.91,0
129.36,1,3,6,3,-0.43,12,0.16,0
187.57,3,1,0,3,0.22,20,0.48,0
16.32,2,0,5,0,1.19,2,0.75,3
177.03,0,2,6,2,-0.83,13,0.69,1
18.35,2,5,7,1,0.19,8,0.37,3
292.29,1,1,3,1,0.74,15,0.41,1
11.41,2,3,5,2,-0.62,5,0.23,1
323.26,0,7,7,2,-0.22,7,0.12,2
49.0,2,7,2,0,-1.35,18,0.1,1
166.16,3,0,0,2,1.5,8,0.4,1
411.3,0,6,6,3,2.61,2,0.57,0
32.23,2,1,2,3,-0.48,5,0.49,3
98.49,2,1,7,2,-1.54,1,0.63,1
39.08,2,3,5,2,-0.34,5,0.3,2
1459.8,0,6,0,3,1.18,8,0.64,1
1018.25,0,6,6,1,-0.4,6,0.02,3
204.66,3,0,1,0,-0.23,2,0.08,3
11.16,2,6,5,3,-0.83,6,0.18,1
712.28,3,5,2,1,-0.3,9,0.01,2
20.46,2,2,7,2,-0.59,19,0.87,0
6.13,1,1,5,1,-1.79,5,0.85,1
25.99,3,7,4,3,-0.82,10,0.48,1
1411.03,0,7,1,1,2.44,8,0.63,3
592.36,0,5,1,2,0.25,12,0.49,0
829.01,0,5,1,0,-0.24,5,0.13,3
379.25,1,3,5,3,0.68,17,0.8,0
726.96,0,4,4,2,-0.17,4,0.39,1
956.4,0,3,5,2,0.57,9,0.36,2
17.4,2,2,3,2,-0.5,10,0.72,1
152.16,1,0,0,2,1.36,20,0.06,2
11.33,2,0,7,0,-1.76,14,0.78,1
654.49,3,7,5,0,1.4,1,0.78,1
73.86,2,2,7,3,-0.13,19,0.52,1
22.49,2,7,2,0,0.0,15,0.13,0
9.64,1,6,6,3,-0.93,10,0.69,1
18.91,2,6,5,2,-0.65,11,0.76,1
1072.52,0,6,5,0,-0.32,18,0.37,2
452.55,3,5,0,1,0.34,8,0.52,1
19.8,2,6,2,3,-2.03,16,0.76,0
50.72,1,5,6,0,0.58,9,0.19,3
50.15,2,3,6,3,-0.75,7,0.07,2
17.82,2,1,0,3,1.43,20,0.75,1
16.64,2,2,7,0,-0.66,16,0.8,3
35.67,2,0,5,3,-0.64,3,0.28,2
663.62,3,6,7,0,0.21,18,0.36,0
51.23,0,1,0,2,1.24,18,0.12,1
1184.27,0,1,3,0,0.89,11,0.51,2
372.31,3,1,3,1,-0.35,1,0.82,2
184.25,1,3,3,0,1.87,19,0.51,1
25.83,2,6,0,3,-1.53,13,0.76,1
137.04,1,4,0,1,-0.1,1,0.33,0
17.9,2,2,2,1,-0.26,13,0.66,3
96.36,2,4,4,2,-0.02,14,0.32,0
1108.25,0,5,0,2,-0.19,6,0.25,0
274.27,3,2,1,1,-0.97,19,0.31,3
1558.77,0,5,4,0,-0.39,7,0.65,2
161.31,1,1,2,0,-1.78,19,0.12,3
5.99,1,5,1,0,-1.96,1,0.38,2
0.01,3,0,2,1,-0.31,18,0.03,3
857.23,0,0,4,1,-1.79,20,0.97,0
1009.42,0,4,2,2,-0.79,17,0.21,1
387.05,3,1,3,1,0.36,10,0.03,3
18.81,2,1,2,0,-0.77,16,0.09,0
36.08,2,4,4,2,-0.61,13,0.56,2
178.31,1,7,0,0,-0.8,7,0.13,2
217.37,1,7,0,2,-0.53,15,0.29,1
122.35,1,0,5,3,1.24,2,0.98,0
0.01,0,3,0,3,-1.15,4,0.41,2
0.01,3,0,5,0,0.28,7,0.67,0
89.6,1,6,2,0,-0.21,10,0.97,3
173.89,3,6,3,1,1.03,16,0.49,3
433.13,3,0,0,3,3.06,1,0.46,3
29.78,2,7,2,0,-0.09,7,0.17,2
1121.42,0,2,5,0,0.21,18,0.54,2
489.57,3,3,0,1,0.78,3,0.74,3
48.54,3,1,0,2,0.13,4,0.99,2
403.62,3,5,4,2,-0.64,4,0.55,1
20.25,2,2,2,3,-0.98,20,0.22,2
25.47,1,1,2,1,-0.85,8,0.91,3
74.55,3,4,1,2,0.78,18,0.4,3
261.67,3,5,5,3,1.02,4,0.93,3
41.23,2,7,3,0,0.54,14,0.92,1
1003.41,0,5,6,1,-0.62,14,0.27,3
63.19,2,7,5,0,2.03,14,0.12,2
2302.05,0,0,6,3,0.85,12,0.83,2
280.93,3,5,2,3,0.68,10,0.77,1
558.66,3,5,7,3,1.25,3,0.37,0
575.24,0,3,6,1,1.68,11,0.79,1
36.22,2,4,7,0,0.47,2,0.34,1
29.08,2,6,4,1,-0.54,7,0.34,1
418.03,3,6,0,0,0.75,13,0.03,2
767.67,0,2,3,3,1.68,20,0.54,3
396.46,0,5,6,2,-0.69,14,0.93,3
9.91,1,2,4,3,-0.57,2,0.91,2
12.07,1,0,5,0,-0.65,15,0.3,2
0.01,0,4,6,2,-1.61,17,0.55,1
376.01,0,0,3,0,2.67,7,0.99,0
17.81,2,5,5,2,0.7,16,1.0,1
18.23,2,0,3,2,0.03,4,0.44,1
8.89,2,5,4,0,1.6,13,0.31,0
641.7,0,7,6,2,-0.71,6,0.29,0
30.01,2,4,1,3,-0.51,3,0.51,0
26.96,1,6,3,1,0.24,10,0.42,2
1295.58,0,6,1,3,-0.52,10,0.62,0
9.99,2,7,1,3,2.31,7,0.88,2
48.88,1,0,5,2,-0.34,17,0.86,2
65.39,2,3,3,3,0.03,10,0.45,2
212.65,1,5,1,0,0.34,2,0.42,3
774.34,0,4,4,0,-0.93,20,0.77,3
319.43,0,3,6,2,0.62,16,0.08,1
289.67,3,3,7,1,-0.78,11,0.92,1
7.78,2,5,3,3,-0.14,7,0.45,1
208.97,1,6,7,0,0.33,12,0.78,2
448.35,3,0,2,3,-0.96,17,0.16,3
33.79,1,0,3,2,0.64,17,0.41,3
212.19,3,5,6,1,-0.11,20,0.15,2
365.57,3,0,6,2,0.51,19,0.27,3
1038.26,0,4,4,3,-1.21,13,0.9,3
69.77,2,2,3,2,-0.92,3,0.25,0
86.6,3,0,0,1,0.94,17,0.95,2
26.93,1,1,1,3,0.35,15,0.83,1
475.65,3,2,1,3,0.31,14,0.62,1
0.01,0,4,5,3,1.58,17,0.83,1
1188.98,0,4,5,3,-0.34,14,0.57,2
1303.09,0,0,6,3,-2.02,15,0.43,0
325.38,3,6,4,0,0.85,7,0.6,3
53.79,3,7,0,1,1.46,3,0.08,2
10.12,2,1,5,0,-1.25,5,0.09,3
244.87,0,7,0,0,-0.02,9,0.93,0
24.5,2,6,4,0,-0.08,9,0.01,3
28.37,1,4,6,0,-0.6,16,0.71,3
49.61,1,1,4,2,-3.28,12,0.0,1
326.54,3,0,4,1,-0.62,1,0.49,3
19.25,1,2,4,1,-0.61,12,0.46,0
1386.15,0,6,4,2,-0.19,3,0.36,2
153.55,3,5,6,2,-0.01,18,0.74,0
0.01,3,6,6,1,0.8,13,0.49,3
9.0,2,7,1,3,-0.2,11,0.2,3
536.29,0,6,5,3,1.5,3,0.31,2
611.48,0,5,4,1,-0.63,14,0.82,2
215.6,1,6,6,1,-0.63,3,0.12,2
26.66,2,5,7,3,0.56,7,0.15,3
20.7,1,4,3,2,1.6,8,0.06,0
5.45,2,7,5,0,2.08,12,0.36,3
14.65,2,2,6,2,0.81,7,0.83,1
25.82,1,2,4,1,-0.28,16,0.48,2
67.64,2,0,3,2,0.3,1,0.02,2
767.79,0,6,3,3,1.98,12,0.33,1
11.28,2,3,7,0,-0.63,7,0.19,2
36.44,1,4,0,3,0.36,6,0.32,3
915.07,0,2,0,3,0.54,17,0.86,1
2379.95,0,3,3,0,-0.4,8,0.23,2
4.38,2,2,5,2,0.68,17,0.07,1
119.96,3,3,7,0,0.19,3,0.22,1
19.8,2,0,7,3,-1.1,5,0.77,2
224.77,1,4,0,1,-0.42,19,0.93,3
1316.96,0,6,0,0,-0.73,4,0.79,1
626.65,0,4,5,3,0.7,14,0.15,1
40.23,2,7,5,1,1.14,12,0.28,1
300.01,3,6,4,3,-1.5,8,0.22,2
44.08,3,0,1,0,-0.01,15,0.57,1
529.0,3,5,4,2,-0.45,3,0.16,1
41.97,2,4,0,0,1.27,1,0.53,0
54.27,1,0,5,1,-0.17,6,0.08,2
920.98,0,5,4,2,0.76,19,0.47,0
4.04,2,3,1,3,-0.59,16,0.49,2
396.72,3,7,3,2,-1.14,7,0.93,2
10.63,2,0,3,2,-0.52,7,0.72,2
1063.41,0,4,1,2,0.94,2,0.7,1
472.61,0,4,5,3,0.89,5,0.48,2
229.26,1,4,1,2,0.82,20,0.77,3
12.11,2,0,5,1,0.37,12,0.33,3
43.34,1,1,2,2,-0.26,16,0.41,0
695.06,0,3,3,3,-0.02,17,0.13,1
26.74,2,4,6,1,1.53,4,0.03,1
51.8,2,2,2,0,1.03,2,0.45,1
18.55,2,7,2,0,-0.65,18,0.82,1
1732.29,0,0,4,0,0.85,13,0.75,3
62.04,1,1,4,2,-2.61,11,0.32,1
545.71,3,0,5,1,-0.62,15,0.82,3
537.0,3,7,1,2,-0.71,14,0.91,2
8.04,2,0,1,2,-0.05,6,0.19,2
217.29,1,3,2,3,0.48,7,0.37,1
349.67,3,2,1,0,1.25,3,0.71,3
204.39,1,4,1,3,-1.16,8,0.7,2
314.97,3,4,5,3,0.28,8,0.54,2
420.48,3,2,7,0,1.77,11,0.18,2
292.95,3,5,0,0,0.7,9,0.44,0
23.11,2,4,2,0,-2.41,20,0.29,1
414.89,3,7,7,3,0.32,15,0.09,1
41.26,1,0,6,3,-1.54,20,0.57,2
196.34,3,6,2,1,0.02,3,0.28,3
565.48,0,1,3,3,-0.36,1,0.5,0
0.01,3,2,4,0,-0.58,2,0.05,3
520.89,3,7,6,3,-0.97,16,0.43,1
127.7,3,5,0,3,-0.26,13,0.87,0
419.07,3,3,6,3,0.76,20,0.35,2
36.89,2,0,2,3,-1.13,17,0.29,2
371.62,3,5,1,1,-1.08,20,0.54,0
120.41,3,5,1,3,0.05,18,0.77,2
1313.25,0,4,0,0,2.69,19,0.09,2
1880.86,0,1,6,0,1.25,5,0.82,2
128.58,1,4,6,2,0.68,14,0.63,2
362.97,3,7,1,3,0.11,7,0.06,2
119.21,3,4,1,3,-0.15,6,0.01,0
1219.59,0,3,6,0,-0.39,17,0.8,1
1271.26,0,7,4,1,-0.58,20,0.77,0
1378.44,0,6,3,1,-0.47,12,0.39,2
34.44,1,0,7,0,1.31,8,0.08,0
1209.49,0,6,2,2,0.81,15,0.3,2
1647.14,0,2,6,3,-1.27,3,0.5,1
350.65,1,0,2,2,-0.09,3,0.65,2
438.71,3,5,1,2,0.37,1,0.37,3
944.47,0,4,7,2,1.21,1,0.7,2
335.96,3,3,0,3,-0.96,19,0.36,1
394.79,3,3,2,3,-0.65,19,0.51,2
17.96,3,0,4,0,0.76,9,0.87,2
11.64,2,1,4,3,-0.06,2,0.34,0
311.53,3,4,7,0,-0.36,20,0.6,1
17.62,2,0,6,0,2.47,15,0.88,3
24.17,2,7,1,1,0.08,9,0.74,0
7.26,2,6,2,1,2.48,7,0.01,2
49.94,1,5,0,1,0.46,9,0.43,2
229.83,1,3,1,1,0.43,4,0.77,0
27.85,2,4,1,2,0.98,16,0.76,0
571.64,1,6,0,0,-1.14,16,0.76,1
21.78,2,7,2,0,1.7,20,0.54,3
13.57,2,4,3,2,-0.36,13,0.96,2
133.28,1,5,7,1,-2.06,12,0.93,2
13.67,2,1,7,3,0.06,20,0.14,0
51.87,1,0,5,1,-0.83,1,0.05,2
280.86,3,7,7,2,1.8,19,0.79,3
1575.56,0,3,4,3,-0.26,6,0.39,3
1214.22,0,5,3,2,-0.05,1,0.24,3
290.86,3,2,3,0,0.54,17,0.11,3
2728.91,0,0,5,0,-1.07,15,0.79,0
39.28,2,7,7,1,-1.6,1,0.36,2
630.48,3,7,6,3,-2.98,8,0.13,1
1056.73,0,6,4,0,0.56,9,0.22,1
1355.18,0,4,1,2,-0.24,14,0.98,1
5.85,2,6,1,2,-0.99,3,0.68,3
1.95,1,3,0,1,0.4,2,0.68,3
15.95,2,0,2,1,-0.4,12,0.47,1
