TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
1368.04,0,1,2,1,-1.36,14,0.46,1,0
60.34,3,7,5,2,0.95,3,0.31,2,1
6.24,2,7,4,2,-0.33,7,0.02,2,1
88.51,1,1,7,3,0.12,18,0.74,3,1
1105.14,0,0,5,3,-0.65,2,0.51,1,0
17.19,3,7,5,2,-0.55,3,0.84,1,1
3.55,3,5,0,3,0.56,16,0.05,0,1
21.93,1,1,3,0,-0.3,7,0.43,0,1
293.24,3,2,0,1,1.25,5,0.39,1,1
196.28,3,7,7,0,-0.75,19,0.58,2,1
172.0,1,4,5,2,-0.33,12,0.95,0,1
11.41,2,4,3,0,0.24,16,0.62,0,1
21.7,2,3,7,3,-1.3,16,0.05,0,1
609.04,0,4,0,3,-0.76,20,0.27,0,0
173.04,3,5,2,1,1.59,15,0.37,0,1
259.52,3,7,7,1,-0.23,13,0.1,3,1
141.45,1,5,4,3,-0.78,12,0.2,1,1
2066.33,0,0,0,0,-0.44,14,0.17,3,0
280.33,0,5,6,1,-0.88,12,0.49,1,0
30.33,2,5,1,0,-0.64,13,0.91,1,1
1887.73,0,7,5,1,-1.18,9,0.79,3,0
874.27,0,1,5,0,-1.0,2,0.55,1,0
11.69,2,1,4,3,-0.54,11,0.19,2,1
21.19,2,1,2,3,-1.12,18,0.2,3,1
169.03,3,1,6,3,0.23,12,0.24,0,1
1626.34,0,0,2,1,0.7,7,0.49,1,0
15.19,2,5,7,0,-1.15,20,0.97,3,1
124.51,3,1,7,3,-0.02,1,0.78,3,1
378.12,1,7,7,3,2.02,17,0.83,0,1
479.75,0,4,4,1,-0.16,9,0.02,3,0
153.72,3,3,4,2,-1.07,18,0.07,2,1
33.92,2,3,5,3,0.92,8,0.95,1,1
364.82,1,0,5,1,2.17,6,0.01,2,1
34.43,2,0,5,1,0.52,12,0.96,0,1
106.59,1,7,5,3,0.76,3,0.54,3,1
814.42,0,2,6,0,-0.06,14,0.18,0,0
197.77,3,2,1,0,0.02,3,0.62,2,1
1291.36,0,7,6,1,0.92,11,0.79,2,0
16.55,1,0,1,2,1.35,13,0.82,0,1
0.01,0,5,1,3,0.05,8,0.72,0,1
1373.07,0,2,7,2,-0.26,20,0.32,1,0
453.05,0,7,4,3,1.03,3,0.82,0,0
1486.44,0,0,0,1,0.37,17,0.62,0,0
47.91,2,6,1,3,0.55,6,0.86,2,1
50.55,2,5,1,0,-0.85,17,0.4,1,1
198.95,1,1,4,3,1.57,11,0.04,2,1
1355.49,0,7,6,2,0.02,15,0.58,2,0
79.64,3,1,4,1,1.07,12,0.02,3,1
50.34,1,1,5,0,0.62,6,0.3,0,1
16.39,2,6,3,3,-0.3,11,0.57,0,1
971.89,0,6,2,1,-0.93,3,0.78,1,0
909.87,0,3,6,0,2.46,17,0.5,2,0
33.98,1,5,0,1,0.71,12,0.19,1,1
12.11,2,0,2,2,-0.42,16,0.43,1,1
148.85,0,2,7,1,0.98,4,0.54,2,1
388.77,3,6,5,0,1.92,13,0.08,1,1
210.92,1,7,6,0,0.54,15,0.32,2,1
521.32,3,3,7,0,-0.88,3,0.08,1,1
15.29,2,5,6,0,-0.58,16,0.93,2,1
96.03,1,2,2,1,1.73,2,0.7,0,1
851.84,0,0,4,3,0.48,11,0.79,1,0
1291.88,0,2,2,3,0.36,6,0.85,2,0
14.18,2,0,0,1,-0.13,10,0.57,1,1
185.76,1,2,0,0,-0.51,16,0.71,3,1
319.99,3,7,3,3,-0.07,19,0.08,0,1
261.58,1,4,6,0,0.36,13,0.84,1,1
1531.75,0,6,7,1,-2.14,9,0.95,1,0
876.07,0,7,1,3,1.08,20,0.08,1,0
49.61,1,3,5,2,0.11,13,0.94,1,1
166.59,1,0,0,1,0.48,20,0.15,0,1
1333.67,0,5,7,1,-0.01,9,0.02,2,0
549.64,3,0,2,0,-0.56,11,0.23,2,1
214.24,3,3,1,3,0.58,15,0.36,1,1
530.55,3,5,0,2,-1.25,9,0.6,1,1
405.82,3,6,5,2,0.19,8,0.59,3,1
402.12,1,5,5,0,0.39,3,0.63,0,1
369.25,0,3,3,2,0.62,12,0.42,1,0
3.97,2,0,7,0,-0.03,6,0.88,2,1
81.22,3,0,2,0,0.07,8,0.09,3,1
1316.03,0,0,2,0,-0.72,13,0.7,2,0
1045.98,0,0,2,3,0.83,9,0.47,1,0
106.87,3,5,3,0,-0.85,9,1.0,3,1
267.92,3,0,5,1,-0.97,4,0.15,2,1
8.36,2,7,4,2,0.86,17,0.49,3,1
471.85,3,3,6,0,0.62,5,0.82,1,1
27.03,2,5,3,3,0.15,11,0.75,0,1
36.41,1,4,6,1,0.0,7,0.28,0,1
630.65,3,0,3,3,0.81,1,0.81,0,1
108.27,2,6,5,3,-0.77,18,0.63,0,1
738.16,0,3,7,2,0.51,11,0.84,3,0
10.54,2,7,0,3,-0.23,8,0.33,2,1
10.53,2,4,1,1,2.62,19,0.74,2,1
57.48,2,4,7,2,0.04,3,0.26,1,1
24.43,2,7,4,3,0.39,7,0.67,3,1
26.64,2,3,4,2,-0.17,11,0.99,3,1
877.03,0,5,0,0,-1.81,8,0.57,0,0
1498.95,0,0,0,1,-0.07,4,0.26,1,0
48.15,2,5,0,3,-0.48,10,0.97,0,1
24.53,2,5,1,0,-2.3,2,0.38,1,1
34.92,1,7,3,0,-0.26,10,0.15,2,1
103.48,1,0,3,3,-0.81,11,0.76,0,1
0.01,3,4,7,2,1.66,6,0.74,0,1
56.27,1,4,6,3,0.67,12,0.05,2,1
923.53,0,3,5,3,-0.12,11,0.38,3,0
9.07,1,3,3,3,0.9,2,0.87,1,1
36.38,2,5,7,3,1.65,3,0.82,2,1
457.98,0,1,7,0,-1.12,9,0.78,1,0
967.85,0,0,5,2,0.91,12,0.81,1,0
0.01,0,6,6,3,0.13,3,0.73,1,1
412.96,3,7,5,3,-0.01,15,0.47,0,1
12.05,2,4,7,3,0.35,15,0.7,2,1
169.8,3,5,3,0,0.35,7,0.27,1,1
1892.23,0,3,0,1,0.99,12,0.1,0,0
1379.98,0,7,5,2,-0.88,14,0.54,0,0
273.45,3,4,6,3,0.88,9,0.01,1,1
1532.25,0,0,3,1,2.38,9,0.35,1,0
427.95,0,0,0,1,0.71,17,1.0,1,0
356.84,1,0,5,2,0.72,10,0.37,3,1
919.66,0,1,1,1,2.22,16,0.52,3,0
464.05,0,1,3,1,0.36,19,0.02,2,0
329.64,3,5,2,0,-0.08,15,0.32,1,1
105.24,3,4,5,1,-0.91,11,0.81,3,1
8.69,2,6,6,1,0.24,1,0.4,2,1
135.05,3,6,0,1,1.19,1,0.27,2,1
691.7,3,0,1,1,-0.57,13,0.54,2,1
146.45,1,7,6,3,0.64,20,0.31,2,1
317.34,3,4,3,3,-1.97,19,0.74,2,1
36.54,2,4,2,0,0.07,3,0.41,2,1
825.12,0,4,3,3,0.59,20,0.5,3,0
1898.8,0,1,3,0,0.03,12,0.43,1,0
62.22,2,6,3,3,0.94,18,0.05,0,1
179.99,1,3,2,1,0.45,7,0.08,0,1
183.59,0,7,1,3,1.45,19,0.69,3,1
23.42,2,6,1,2,-0.75,8,0.05,2,1
16.45,2,0,0,1,-0.63,11,0.06,2,1
1416.63,0,6,2,1,-0.66,11,0.61,2,0
824.38,0,2,0,2,1.06,2,0.7,1,0
2194.79,0,6,5,3,-1.56,16,0.02,2,0
1260.81,0,0,6,0,0.96,10,0.0,3,0
233.51,3,3,3,3,0.44,2,0.14,2,1
58.44,1,2,2,0,-0.77,6,0.1,2,1
968.81,0,2,6,3,0.47,19,0.7,0,0
609.74,3,7,6,2,0.24,1,0.87,1,1
165.24,1,0,0,2,0.67,15,0.99,1,1
109.8,1,4,7,1,0.95,14,0.29,0,1
8.28,3,5,6,2,0.7,14,0.17,3,1
22.82,2,3,2,2,0.25,17,0.27,1,1
4.67,3,0,0,3,-1.39,16,0.49,0,1
1106.61,0,4,4,1,-0.37,14,0.54,2,0
8.55,2,4,3,3,1.43,3,0.39,1,1
307.47,1,1,1,2,-0.48,15,0.99,1,1
1.23,1,5,5,0,-0.16,8,0.46,3,1
363.62,3,6,3,0,-0.87,13,0.12,3,1
313.58,1,4,5,1,0.78,10,0.85,0,1
283.94,3,5,6,1,-1.58,2,0.47,0,1
757.8,0,6,7,0,1.69,3,0.72,3,0
394.12,1,1,5,2,0.68,13,0.67,1,1
1174.61,0,2,5,1,-0.02,13,0.95,1,0
705.46,0,4,3,2,1.37,9,0.37,2,0
302.98,3,3,5,2,1.82,20,0.23,1,1
84.04,1,1,6,1,0.83,5,0.73,3,1
530.27,0,0,2,1,-0.99,1,0.84,2,0
107.55,3,1,6,3,-0.08,6,0.15,3,1
35.18,1,7,5,3,-0.81,19,0.91,0,1
380.26,3,0,3,1,-0.54,15,0.14,3,1
203.54,3,6,4,3,1.64,14,0.45,1,1
254.53,1,0,3,2,1.47,8,0.83,2,1
161.8,1,3,7,1,-0.14,19,0.58,1,1
126.28,3,0,3,1,-0.52,14,0.95,3,1
209.98,3,5,0,0,0.44,9,0.67,2,1
17.57,2,0,2,2,-1.28,12,0.39,0,1
1140.97,0,1,3,2,0.25,17,0.87,0,0
1203.72,0,2,3,1,-0.68,20,0.8,1,0
56.33,3,5,0,0,-1.02,7,0.49,0,1
522.03,3,4,6,1,1.42,1,0.17,2,1
24.24,1,5,7,0,-0.65,14,0.39,3,1
1069.43,0,7,7,2,0.35,8,0.37,0,0
229.07,3,4,7,1,0.68,16,0.57,2,1
5.44,1,1,1,3,0.05,18,0.08,1,1
57.19,1,7,0,2,-1.64,12,0.5,1,1
126.98,3,0,4,3,0.17,9,0.92,3,1
659.65,3,1,2,1,0.51,14,0.82,0,1
37.65,2,6,2,2,0.1,8,0.93,2,1
425.25,3,4,4,1,-0.17,16,0.72,2,1
46.79,1,3,7,3,-0.3,2,0.97,1,1
956.6,0,7,3,3,-1.18,1,0.63,1,0
1338.29,0,5,3,2,-0.91,18,0.52,3,0
18.71,2,3,0,2,-0.7,12,0.68,1,1
72.89,0,7,7,3,-0.55,6,0.36,1,1
34.54,2,6,1,0,-0.16,8,0.61,2,1
449.57,3,0,6,2,0.04,1,0.97,2,1
516.59,0,4,1,3,0.69,3,0.35,1,0
37.44,2,3,5,0,1.29,8,0.2,3,1
61.22,1,6,1,2,-0.73,14,0.71,3,1
98.7,2,4,0,0,0.73,7,0.17,2,1
325.44,3,7,7,2,-1.22,13,0.48,1,1
273.12,3,0,4,2,0.61,5,0.12,1,1
14.32,2,1,5,0,1.37,13,0.24,1,1
37.53,2,1,3,0,0.82,6,0.71,2,1
5.35,2,5,4,3,1.06,12,0.03,3,1
590.98,3,4,4,3,1.26,19,0.53,0,1
20.89,2,5,6,1,-1.34,6,0.89,0,1
18.66,2,2,7,0,0.18,12,0.07,1,1
66.72,0,4,3,2,-1.04,9,0.39,2,1
84.29,3,3,2,1,-0.96,15,0.35,3,1
3.57,1,6,5,2,1.5,9,0.08,2,1
413.11,0,0,2,1,1.1,14,0.16,3,0
2090.93,0,1,4,1,-0.21,18,0.2,1,0
1.06,1,2,7,1,1.08,8,0.84,3,1
1519.47,0,0,4,1,-0.03,5,0.8,3,0
156.65,1,2,2,2,0.05,12,0.1,3,1
130.81,3,5,0,2,0.06,9,0.01,2,1
241.9,3,4,7,3,-0.72,11,0.23,2,1
30.18,2,0,1,2,1.62,9,0.84,2,1
21.79,1,0,1,3,0.64,18,0.2,2,1
22.84,1,4,4,1,-0.15,14,0.86,3,1
14.1,2,3,1,0,1.91,20,0.59,3,1
17.03,2,6,2,2,0.12,20,0.23,2,1
10.26,2,3,6,3,0.43,10,0.68,3,1
393.57,3,0,1,0,-0.37,5,0.46,2,1
146.54,1,5,2,3,-0.78,12,0.11,3,1
19.48,2,7,3,1,0.86,9,0.4,2,1
1271.31,0,2,6,2,0.29,3,0.04,2,0
12.3,2,7,5,1,0.74,20,0.38,2,1
245.61,3,2,5,2,-0.96,3,0.55,0,1
52.09,1,1,1,1,0.0,1,0.65,2,1
47.43,2,3,6,2,-0.13,14,0.39,2,1
86.52,1,1,7,2,1.24,2,0.57,3,1
318.08,1,1,4,2,-0.79,5,0.87,0,1
79.56,1,3,4,0,-1.39,9,0.98,2,1
16.06,1,7,2,3,0.53,13,0.87,1,1
1409.36,0,4,5,0,2.4,2,0.34,0,0
51.25,2,4,1,0,-0.81,20,0.96,1,1
510.9,3,3,7,2,0.58,15,0.47,2,1
16.92,2,5,0,0,0.54,5,0.85,2,1
579.75,3,1,5,2,-0.69,15,0.65,3,1
48.41,3,2,1,0,-1.19,12,0.56,1,1
23.34,2,3,3,3,-1.65,5,0.18,2,1
90.42,2,5,4,2,-0.8,2,0.13,0,1
99.54,1,1,7,3,-0.85,12,0.83,0,1
34.21,1,5,2,1,-1.76,4,0.54,2,1
401.97,3,0,5,0,1.16,1,0.01,1,1
150.7,1,5,4,0,0.06,2,0.59,0,1
224.86,3,6,1,0,1.6,1,0.93,2,1
200.09,3,2,7,1,0.66,2,0.99,1,1
654.63,3,1,3,1,0.54,18,0.05,0,1
92.76,1,2,7,1,0.27,20,0.66,1,1
976.13,0,5,6,0,0.59,3,0.57,2,0
0.01,3,2,4,0,1.32,8,0.69,0,1
273.33,1,4,6,0,0.26,4,0.57,2,1
889.86,0,4,1,1,0.52,17,0.81,3,0
97.54,1,2,5,1,0.02,16,0.54,0,1
1221.96,0,3,7,1,0.14,9,0.05,3,0
9.88,2,5,1,0,0.21,14,0.63,2,1
1137.33,0,1,3,0,-1.86,15,0.39,0,0
0.1,1,6,7,1,-0.38,15,0.71,3,1
513.56,0,2,5,2,-0.8,10,0.98,0,0
203.83,1,5,6,0,-0.41,13,0.84,0,1
9.09,2,4,7,3,1.08,16,0.26,3,1
0.01,3,0,2,3,-0.03,7,0.07,2,1
31.15,1,0,0,2,1.46,17,0.46,1,1
8.24,2,0,0,0,-0.03,13,0.29,1,1
8.65,2,3,7,0,1.04,16,0.87,1,1
27.15,2,5,1,2,-0.57,12,0.06,1,1
43.68,2,5,7,0,0.84,19,0.55,3,1
320.34,3,3,4,0,-1.47,20,0.9,2,1
10.44,2,1,7,2,-0.14,12,0.68,0,1
522.74,3,1,0,3,0.5,15,0.28,3,1
72.93,1,2,4,3,0.44,6,0.25,1,1
337.18,3,3,4,2,-0.39,13,0.73,3,1
299.89,3,6,0,0,-1.71,14,0.28,3,1
526.89,3,5,3,3,0.94,8,0.43,0,1
1026.0,0,0,1,2,-0.55,3,0.3,0,0
1017.86,0,6,1,1,-0.29,16,0.07,0,0
31.94,2,0,5,1,-0.16,20,0.77,2,1
19.42,2,4,3,2,-2.56,20,0.63,0,1
195.67,3,7,5,2,-0.46,19,0.97,3,1
1002.47,0,1,2,3,-0.49,19,0.21,3,0
382.08,3,7,7,1,-0.67,6,0.55,3,1
112.05,3,0,1,0,0.47,14,0.61,1,1
97.98,1,4,7,0,-0.1,16,0.77,2,1
338.53,1,6,7,0,0.52,7,0.88,0,1
4.23,2,6,4,3,-0.0,9,0.5,1,1
52.14,2,5,1,1,-2.43,8,0.17,3,1
123.02,1,1,1,2,-1.31,14,0.33,2,1
1199.39,0,6,4,3,-0.71,5,0.37,1,0
17.12,2,1,2,2,-0.23,7,0.22,0,1
52.18,0,1,2,0,-2.3,10,0.73,3,1
20.99,2,3,3,2,0.59,16,0.58,1,1
1641.99,0,2,1,2,0.17,9,0.46,2,0
23.23,1,4,5,1,-1.28,20,0.77,3,1
935.53,0,5,2,1,-0.88,16,0.26,0,0
71.81,3,6,1,1,-0.8,5,0.91,1,1
7.42,1,6,5,0,-0.64,4,0.7,3,1
142.32,1,1,4,0,-1.39,8,0.2,0,1
417.14,1,3,0,3,-0.99,14,0.11,2,1
1332.45,0,2,6,2,-1.51,3,0.29,3,0
20.1,1,5,0,3,0.0,1,0.37,2,1
11.83,2,2,5,2,-0.41,5,0.84,0,1
377.08,1,6,1,1,1.26,19,0.37,3,1
57.01,3,4,4,2,0.76,7,0.38,2,1
27.24,2,5,7,2,-0.21,4,0.16,1,1
1764.66,0,4,6,2,0.95,20,0.05,1,0
476.35,3,4,6,3,-0.03,16,0.07,3,1
64.32,1,5,5,1,-2.47,10,0.4,2,1
1530.7,0,7,5,1,1.3,14,0.28,1,0
84.03,1,7,5,0,-0.84,18,0.06,1,1
1326.14,0,2,4,3,-0.4,9,0.4,0,0
118.62,1,1,5,1,-1.38,6,0.72,0,1
980.03,0,0,4,0,-0.75,12,0.74,0,0
744.13,0,7,7,1,-0.82,11,0.04,3,0
401.33,3,2,7,2,-0.82,8,0.57,3,1
27.12,2,4,2,2,0.69,4,0.57,0,1
204.7,0,6,5,2,0.51,14,0.02,2,1
391.44,3,0,4,3,1.26,18,0.44,0,1
229.73,1,7,4,2,-1.01,3,0.41,1,1
523.97,0,6,1,2,0.66,16,0.15,0,0
96.23,2,5,6,1,0.02,11,0.47,1,1
327.71,3,7,0,2,-0.74,4,0.32,0,1
10.08,2,7,0,1,-1.05,18,0.58,2,1
103.99,1,4,3,2,-1.65,3,0.55,3,1
25.41,2,2,6,1,0.58,1,0.74,1,1
332.82,1,6,3,0,0.2,10,0.89,2,1
15.15,1,0,2,0,1.49,6,0.72,2,1
56.8,2,3,1,1,-0.19,11,0.17,0,1
1312.88,0,0,6,0,1.34,18,0.49,2,0
1517.73,0,3,5,3,0.33,15,0.43,2,0
37.96,2,4,5,2,0.94,16,0.93,3,1
37.85,1,5,1,0,1.34,13,0.79,3,1
271.78,3,1,5,0,0.68,1,0.98,2,1
9.44,2,2,5,0,0.05,4,0.29,3,1
27.46,2,0,4,3,0.79,18,0.89,1,1
8.59,2,6,4,3,0.45,1,0.58,0,1
2134.63,0,4,6,0,0.28,17,0.31,1,0
324.23,3,2,0,2,1.01,9,0.27,0,1
680.79,0,3,5,0,-0.37,10,0.33,3,0
503.71,3,0,1,2,1.02,8,0.42,2,1
177.68,3,0,2,0,1.33,18,0.24,0,1
1558.63,0,3,5,1,-1.76,11,0.25,0,0
441.39,3,3,7,1,2.36,2,0.44,1,1
155.24,3,7,6,3,-0.34,2,0.89,1,1
15.43,1,2,6,0,-1.56,7,0.42,2,1
292.24,3,4,4,2,0.9,3,0.95,1,1
876.19,0,7,6,3,-0.36,13,0.95,1,0
4.21,1,6,5,2,1.01,16,0.86,2,1
33.84,1,3,0,3,0.55,6,0.6,1,1
490.15,0,5,3,2,1.05,14,0.35,1,0
60.14,3,2,1,3,0.7,14,0.57,1,1
616.77,3,6,4,1,-1.4,9,0.65,0,1
35.63,2,5,5,2,1.69,19,0.4,3,1
386.19,3,2,0,3,-2.07,12,0.7,0,1
98.87,3,6,0,3,0.8,10,0.53,3,1
295.72,3,0,7,0,0.95,7,0.8,2,1
11.08,2,4,4,0,0.85,11,0.33,2,1
18.18,2,2,1,2,-1.07,12,0.72,0,1
630.53,0,0,3,2,0.25,1,0.87,1,0
9.25,2,4,5,0,-0.49,16,0.76,2,1
20.08,2,6,3,1,0.78,7,0.72,2,1
1200.34,0,7,5,0,-0.34,16,0.99,1,0
22.58,1,3,0,0,0.25,10,0.61,0,1
573.82,0,3,5,1,-1.25,6,0.78,0,0
873.44,0,0,5,0,-1.29,5,0.57,0,0
22.08,2,6,6,1,1.25,19,0.31,3,1
51.46,1,4,3,1,-0.78,13,0.78,0,1
2190.48,0,3,3,0,-0.85,18,0.66,2,0
65.98,2,2,0,3,-0.34,13,0.03,2,1
776.06,0,7,2,2,0.46,18,0.84,2,0
301.86,0,6,0,2,0.7,10,0.62,1,0
267.47,0,4,5,3,0.93,11,0.47,3,0
12.2,2,2,6,0,-0.91,9,0.71,3,1
290.61,1,4,0,1,0.08,8,0.87,3,1
112.64,1,6,2,0,0.64,14,0.54,0,1
19.75,1,7,2,1,-0.19,13,0.09,3,1
413.97,3,1,2,2,-0.44,17,0.9,3,1
127.28,1,3,2,1,-2.0,14,0.97,3,1
43.24,1,4,1,1,0.73,3,0.09,1,1
417.53,3,7,0,1,-0.08,1,0.03,3,1
47.2,1,6,1,3,-0.82,14,0.14,1,1
997.07,0,7,7,1,1.22,3,0.73,2,0
435.35,3,4,0,0,0.61,17,0.66,2,1
235.62,3,2,7,0,-1.41,1,0.45,0,1
14.96,2,7,2,3,-2.01,6,0.63,3,1
469.39,0,6,4,2,0.8,16,0.79,0,0
450.8,3,0,6,3,-0.41,20,0.41,1,1
718.78,0,3,2,1,0.02,4,0.72,1,0
22.87,3,3,0,3,0.3,9,0.55,1,1
259.32,3,6,5,2,1.11,7,0.82,1,1
1365.37,0,5,5,3,0.6,1,0.96,0,0
801.38,0,0,3,3,-0.05,15,0.02,1,0
1437.6,0,4,4,3,0.87,14,0.16,0,0
9.18,2,6,4,3,-0.94,10,0.15,0,1
26.28,1,2,6,3,-1.06,1,0.81,3,1
12.41,2,5,3,3,1.13,11,0.54,1,1
48.76,1,6,4,3,-0.35,9,0.65,1,1
408.64,3,6,4,2,-0.03,15,0.02,2,1
113.37,1,3,7,3,0.47,4,0.55,2,1
605.54,3,4,5,3,0.75,15,0.47,0,1
84.47,1,7,4,3,0.26,3,0.29,3,1
184.96,1,4,5,1,-0.6,16,0.82,2,1
211.72,1,3,0,3,1.97,15,0.75,1,1
112.43,1,6,0,0,-0.12,7,0.65,2,1
299.62,0,4,6,2,0.38,3,0.79,3,0
83.74,1,5,7,2,0.46,3,0.55,3,1
91.75,1,6,0,1,-1.59,9,0.85,3,1
504.5,0,5,2,2,0.39,8,0.22,0,0
457.39,0,6,3,0,0.49,9,0.22,0,0
4.92,1,3,6,3,1.97,3,0.27,3,1
387.72,3,5,4,0,-0.35,12,0.97,0,1
470.03,3,2,7,0,1.48,7,0.52,3,1
1631.49,0,3,1,2,-0.08,19,0.49,0,0
2127.55,0,0,3,3,1.82,15,0.41,2,0
21.73,2,3,6,0,-1.17,2,0.06,1,1
174.47,1,0,3,1,0.48,20,0.12,2,1
30.67,2,6,5,1,-1.79,19,0.51,0,1
12.77,2,0,2,0,-1.07,19,0.18,2,1
25.37,2,5,4,2,-0.51,7,0.98,0,1
486.51,3,4,5,2,-0.22,12,0.13,0,1
69.9,1,7,3,1,-0.27,17,0.04,3,1
0.56,1,6,6,3,-0.51,14,0.62,0,1
345.76,3,0,5,0,-1.0,20,0.32,3,1
229.46,3,7,4,2,-1.59,8,0.64,3,1
1180.66,0,2,2,3,0.63,5,0.64,1,0
802.8,0,0,4,0,0.37,20,0.23,2,0
258.91,1,1,3,2,0.79,15,0.59,3,1
102.81,1,5,6,2,-0.16,5,0.53,2,1
65.58,1,3,1,0,1.78,8,0.02,1,1
4.59,2,7,1,1,-0.6,15,0.44,3,1
154.56,1,5,7,2,-1.23,10,0.27,2,1
96.78,2,2,2,1,0.74,15,0.13,0,1
1082.37,0,5,2,2,-1.3,18,0.32,0,0
572.63,3,0,5,0,-0.43,7,0.22,2,1
58.98,1,7,4,1,0.04,12,0.83,2,1
103.45,1,5,6,2,0.91,16,0.54,1,1
26.84,1,4,0,0,-0.92,13,0.36,1,1
114.3,3,3,0,0,0.07,8,0.1,3,1
5.24,2,1,2,3,-0.6,15,0.24,3,1
278.77,0,0,2,1,-1.11,6,0.05,2,0
13.28,2,4,7,0,0.83,16,0.58,0,1
23.88,2,7,7,2,-1.11,8,0.42,0,1
1392.72,0,4,7,1,0.89,18,0.88,2,0
357.18,3,6,3,1,0.24,12,0.4,0,1
21.02,3,4,2,1,-0.5,1,0.04,0,1
992.83,0,7,7,3,-0.44,15,0.4,1,0
168.72,1,4,4,3,-0.2,16,0.98,1,1
34.39,1,7,5,0,-1.19,16,0.11,0,1
1032.83,0,2,0,3,0.11,18,0.86,3,0
790.61,0,0,2,1,0.43,11,0.45,2,0
19.47,2,6,6,3,1.25,4,0.34,3,1
439.88,0,3,5,0,-0.74,4,0.5,3,0
254.44,3,2,2,2,-0.5,2,0.21,1,1
52.78,1,3,2,1,-2.13,16,0.96,2,1
26.04,1,2,6,0,-0.27,2,0.73,0,1
80.26,1,6,1,3,-1.24,12,0.48,2,1
28.56,1,0,1,2,-0.48,4,0.86,3,1
1185.49,0,3,5,3,0.76,16,0.12,0,0
1119.4,0,4,4,3,1.17,4,0.29,1,0
269.62,3,6,3,3,0.02,2,0.34,3,1
122.22,1,2,2,0,0.24,12,0.18,2,1
230.31,3,6,4,0,-0.07,20,0.31,3,1
58.86,2,0,6,3,-1.34,16,0.82,2,1
34.96,2,4,1,3,-0.37,17,0.41,3,1
1056.57,0,2,1,3,1.69,18,0.81,3,0
278.42,1,7,6,1,0.31,16,0.04,1,1
894.31,0,5,3,3,0.8,3,0.86,1,0
714.09,3,4,3,1,0.33,10,0.56,1,1
245.45,3,5,7,1,-0.52,6,0.68,1,1
503.24,3,7,4,1,1.77,6,0.58,1,1
113.08,2,4,4,3,-1.3,10,0.48,3,1
76.08,3,7,7,2,0.05,10,0.6,3,1
25.72,2,7,1,3,1.56,12,0.03,3,1
252.66,3,1,5,0,0.37,15,0.78,3,1
10.82,1,0,1,3,-0.7,13,0.75,1,1
4.08,1,7,7,2,0.11,14,0.93,3,1
27.39,1,3,5,1,-0.21,11,0.84,1,1
52.93,3,3,4,2,1.76,2,0.01,0,1
1206.23,0,4,6,3,0.98,4,0.22,1,0
48.0,2,6,6,0,0.95,14,0.37,2,1
18.1,1,3,1,3,0.19,8,0.41,1,1
50.24,2,3,1,0,-0.21,6,0.94,2,1
507.57,3,4,4,3,0.78,19,0.77,1,1
90.4,1,0,6,3,-1.53,6,0.83,0,1
1150.82,0,2,3,0,-0.86,18,0.39,3,0
17.19,2,6,3,0,-0.92,19,0.96,0,1
498.33,3,3,0,3,-1.27,1,0.64,2,1
303.87,3,1,2,3,0.14,2,0.85,1,1
23.98,1,3,2,3,0.74,2,0.15,0,1
1004.42,0,7,5,3,0.99,15,0.92,1,0
0.01,3,5,3,0,-1.14,4,0.78,3,1
530.81,3,1,1,3,-0.71,19,0.49,0,1
758.38,3,5,5,0,-0.65,5,0.5,2,1
1516.69,0,4,1,0,0.22,17,0.53,3,0
50.6,2,6,2,2,-0.25,17,0.43,0,1
5.13,2,6,0,3,-1.05,2,0.72,0,1
284.03,1,4,0,2,0.47,9,0.23,1,1
18.26,2,4,4,0,-1.89,15,0.82,3,1
49.44,1,6,1,2,-0.98,14,0.7,2,1
397.81,3,2,5,0,1.27,14,0.75,1,1
3.09,1,0,3,3,-0.06,20,0.9,2,1
1573.51,0,5,7,0,-0.38,15,0.72,0,0
49.46,1,5,1,1,-1.35,10,0.88,0,1
297.62,1,6,2,3,-0.77,14,0.43,1,1
391.91,3,4,7,0,0.7,17,0.2,2,1
19.07,2,0,2,2,-1.22,1,0.14,3,1
459.83,3,1,7,0,-0.17,4,0.97,3,1
38.92,2,0,3,2,-0.46,2,0.1,1,1
780.56,0,1,5,3,0.93,13,0.38,0,0
50.5,1,2,5,2,-0.19,15,0.8,0,1
57.47,2,6,5,2,0.25,7,0.8,2,1
1927.43,0,4,1,1,0.85,11,0.5,2,0
1174.21,0,3,6,0,0.43,17,0.17,3,0
224.39,1,6,2,2,-0.52,5,0.57,3,1
20.19,2,0,0,2,0.64,17,0.25,1,1
182.35,3,2,1,3,0.95,7,0.55,1,1
1437.04,0,3,7,1,-0.32,2,0.11,3,0
54.06,2,4,0,3,-1.09,5,0.78,3,1
475.9,3,4,0,1,0.12,11,0.75,2,1
207.74,3,4,6,0,0.42,5,0.97,3,1
319.13,3,4,3,1,1.14,10,0.92,1,1
108.56,1,1,5,2,-1.17,17,0.14,0,1
613.42,3,3,4,0,-0.94,20,0.92,3,1
17.92,2,7,6,1,0.82,13,0.56,0,1
36.41,2,5,1,0,2.6,5,0.56,0,1
793.73,0,2,4,1,-1.25,15,0.79,0,0
